band1,band2,band3,class
168,82,104,0
168,90,104,0
168,75,104,0
162,82,104,0
174,82,104,0
187,82,104,0
199,97,116,0
212,90,116,0
218,97,116,0
224,97,116,0
224,90,116,0
218,105,127,0
212,97,104,0
206,97,116,0
199,97,116,0
193,90,104,0
193,105,93,0
199,97,116,0
212,120,127,0
231,127,139,0
243,135,151,0
255,150,162,0
255,127,139,0
255,120,139,0
255,120,127,0
255,112,127,0
255,120,139,0
255,105,116,0
249,112,127,0
249,112,127,0
243,120,127,0
243,143,139,0
249,150,139,0
249,150,162,0
249,143,151,0
249,143,151,0
243,150,162,0
243,150,139,0
249,143,162,0
224,135,162,0
218,135,139,0
212,127,127,0
206,120,116,0
199,127,127,0
193,112,116,0
193,97,116,0
193,90,104,0
193,82,116,0
187,90,104,0
174,82,104,0
181,82,104,0
187,90,104,0
193,75,104,0
193,90,104,0
206,82,104,0
199,82,104,0
193,90,104,0
193,75,104,0
193,90,104,0
193,90,104,0
193,90,104,0
187,82,104,0
187,67,104,0
187,82,93,0
174,75,93,0
174,82,104,0
174,90,104,0
174,75,93,0
174,90,93,0
187,82,104,0
187,90,104,0
199,97,104,0
212,82,104,0
218,90,116,0
231,97,104,0
231,105,116,0
224,105,116,0
218,90,104,0
212,90,93,0
199,82,104,0
193,82,104,0
181,75,104,0
162,67,104,0
156,82,93,0
149,75,93,0
131,75,93,0
137,82,93,0
143,75,93,0
143,82,93,0
131,75,93,0
118,75,81,0
124,82,93,0
143,82,93,0
162,97,104,0
168,90,104,0
174,90,104,0
174,90,104,0
174,105,104,0
174,135,151,0
168,120,127,0
174,127,127,0
168,112,127,0
168,67,104,0
168,75,81,0
174,75,93,0
168,82,93,0
168,82,93,0
162,75,104,0
168,82,104,0
162,82,104,0
162,82,104,0
168,90,104,0
174,75,104,0
174,90,104,0
181,82,104,0
193,90,104,0
199,97,116,0
199,90,116,0
212,97,116,0
218,90,116,0
218,97,116,0
212,105,116,0
206,90,104,0
199,97,116,0
193,90,104,0
187,97,104,0
193,105,104,0
206,105,116,0
224,127,151,0
243,127,139,0
255,135,139,0
255,143,139,0
255,127,139,0
255,120,127,0
255,112,139,0
255,112,139,0
255,112,139,0
255,105,127,0
255,112,139,0
255,112,127,0
255,127,139,0
249,150,151,0
249,173,162,0
249,173,186,0
243,180,186,0
243,180,186,0
243,173,186,0
243,180,186,0
237,173,209,0
218,143,162,0
206,127,139,0
199,112,127,0
193,97,116,0
187,105,104,0
193,97,104,0
187,82,104,0
193,82,104,0
187,82,104,0
174,90,104,0
168,82,104,0
174,82,104,0
181,82,104,0
193,75,104,0
193,90,104,0
199,75,104,0
193,82,104,0
187,82,104,0
187,82,104,0
193,97,104,0
193,90,104,0
193,90,104,0
199,82,104,0
199,75,104,0
187,82,93,0
168,67,93,0
149,75,104,0
156,75,104,0
156,75,93,0
156,90,93,0
156,75,93,0
156,82,93,0
168,82,93,0
174,82,93,0
181,90,104,0
199,90,93,0
199,97,104,0
206,90,104,0
206,90,104,0
206,97,104,0
206,90,104,0
193,82,93,0
174,82,104,0
156,75,93,0
143,82,93,0
137,67,93,0
118,75,81,0
131,75,93,0
143,75,93,0
143,82,93,0
143,75,93,0
143,82,93,0
143,90,104,0
149,90,104,0
168,97,104,0
174,90,104,0
174,97,104,0
181,97,104,0
187,120,127,0
187,143,162,0
181,120,139,0
181,105,139,0
181,82,116,0
181,75,104,0
174,75,93,0
174,67,104,0
181,82,93,0
187,75,104,0
212,225,255,1
206,225,255,1
193,210,255,1
181,218,232,1
181,210,232,1
187,203,244,1
187,195,244,1
187,188,221,1
181,210,221,1
187,203,221,1
187,188,221,1
187,188,209,1
187,195,209,1
187,218,232,1
193,225,255,1
193,233,255,1
193,240,255,1
193,233,255,1
206,225,255,1
199,225,255,1
199,225,244,1
206,225,244,1
199,218,244,1
193,225,255,1
193,240,255,1
199,255,255,1
206,255,255,1
199,240,255,1
212,240,255,1
218,248,255,1
224,240,255,1
212,180,221,1
199,180,209,1
193,195,209,1
206,203,221,1
218,195,209,1
224,233,255,1
199,210,232,1
199,195,197,1
193,210,209,1
199,233,232,1
212,248,244,1
218,255,255,1
218,255,255,1
218,255,255,1
218,240,255,1
212,233,244,1
212,233,232,1
212,233,232,1
218,233,244,1
218,225,244,1
199,210,255,1
193,210,232,1
187,203,232,1
187,203,232,1
187,203,232,1
193,195,244,1
193,195,232,1
187,203,221,1
187,225,232,1
193,210,244,1
193,188,221,1
193,188,197,1
187,203,209,1
181,225,255,1
193,240,255,1
193,248,255,1
193,255,255,1
193,248,255,1
199,248,255,1
199,248,255,1
206,240,255,1
212,233,255,1
212,218,255,1
206,233,244,1
193,233,255,1
206,240,255,1
212,255,255,1
212,248,255,1
218,248,255,1
218,248,255,1
218,233,255,1
212,180,232,1
199,188,197,1
199,195,209,1
212,195,221,1
224,210,232,1
224,255,255,1
212,225,255,1
212,225,244,1
199,225,255,1
206,233,255,1
212,240,255,1
218,255,255,1
212,255,255,1
218,255,255,1
212,248,255,1
206,240,255,1
212,233,244,1
218,218,232,1
224,210,221,1
218,210,221,1
206,203,244,1
206,210,244,1
199,210,244,1
193,210,244,1
193,210,232,1
199,218,244,1
193,218,244,1
199,218,255,1
199,240,255,1
199,210,255,1
206,203,232,1
199,195,221,1
187,203,221,1
187,233,255,1
193,248,255,1
199,248,255,1
193,255,255,1
199,255,255,1
206,255,255,1
218,255,255,1
224,255,255,1
218,240,255,1
212,233,255,1
212,240,255,1
199,248,255,1
218,255,255,1
224,255,255,1
231,255,255,1
237,255,255,1
218,248,255,1
212,218,255,1
199,188,232,1
193,195,209,1
199,203,221,1
212,188,209,1
237,218,232,1
231,255,255,1
218,233,255,1
224,240,255,1
212,248,255,1
212,248,255,1
212,255,255,1
212,255,255,1
206,255,255,1
206,255,255,1
212,248,255,1
212,240,255,1
212,233,244,1
224,210,221,1
218,203,221,1
218,210,221,1
212,225,255,1
212,233,255,1
206,233,255,1
199,233,255,1
199,240,255,1
199,255,255,1
193,240,255,1
206,240,255,1
206,240,255,1
206,225,255,1
206,210,232,1
206,195,221,1
199,218,232,1
199,248,255,1
206,248,255,1
206,248,255,1
199,255,255,1
206,255,255,1
218,255,255,1
224,255,255,1
224,255,255,1
218,255,255,1
224,255,255,1
218,255,255,1
206,255,255,1
218,255,255,1
231,248,255,1
243,248,255,1
237,255,244,1
218,240,255,1
218,210,255,1
199,195,221,1
193,195,209,1
199,203,221,1
218,188,209,1
237,233,232,1
231,255,255,1
224,248,255,1
218,240,255,1
212,255,255,1
212,255,255,1
212,255,255,1
206,255,255,1
206,255,244,1
199,248,255,1
199,248,255,1
199,240,244,1
206,233,244,1
212,218,221,1
212,203,232,1
218,210,232,1
199,218,232,1
193,218,232,1
193,218,232,1
187,233,244,1
187,248,255,1
187,255,255,1
181,240,255,1
199,233,244,1
199,240,244,1
206,233,244,1
206,210,221,1
206,203,209,1
212,225,209,1
212,248,244,1
212,255,255,1
218,255,255,1
218,255,255,1
231,255,255,1
231,255,255,1
237,255,255,1
231,255,255,1
218,255,255,1
224,255,255,1
224,255,255,1
212,248,255,1
212,240,255,1
224,225,255,1
237,225,244,1
237,233,244,1
224,233,255,1
218,210,232,1
199,195,221,1
193,195,221,1
206,195,221,1
218,180,209,1
237,240,221,1
231,240,244,1
231,233,255,1
224,248,255,1
218,248,244,1
218,255,255,1
212,255,255,1
206,255,255,1
199,255,255,1
199,255,255,1
193,248,244,1
193,240,244,1
199,233,244,1
199,225,232,1
206,225,232,1
218,210,221,1
199,188,209,1
199,195,221,1
199,203,209,1
193,225,232,1
193,233,255,1
174,240,255,1
174,225,255,1
193,233,232,1
199,233,255,1
206,218,244,1
199,195,221,1
206,188,209,1
212,210,186,1
206,233,221,1
212,248,255,1
218,255,255,1
224,255,255,1
231,255,255,1
237,255,255,1
237,255,255,1
231,255,255,1
212,255,255,1
212,248,255,1
224,248,255,1
218,248,255,1
218,248,255,1
224,233,255,1
231,225,244,1
231,233,255,1
224,233,255,1
218,210,232,1
199,195,209,1
187,195,221,1
199,195,221,1
218,188,221,1
237,233,221,1
237,233,244,1
237,240,244,1
224,240,244,1
218,233,244,1
218,255,244,1
212,240,244,1
212,240,244,1
206,255,255,1
206,255,255,1
206,255,255,1
199,248,255,1
193,240,244,1
193,240,232,1
193,233,232,1
199,218,221,1
193,180,209,1
206,188,209,1
206,203,209,1
193,225,232,1
193,240,255,1
181,240,255,1
187,225,244,1
193,225,232,1
199,233,255,1
212,210,244,1
199,180,221,1
199,173,221,1
206,188,197,1
199,218,244,1
206,233,244,1
212,240,255,1
218,255,255,1
218,255,255,1
224,255,255,1
231,255,255,1
224,255,255,1
212,248,255,1
212,240,244,1
224,225,255,1
218,233,255,1
218,240,255,1
224,233,255,1
231,240,255,1
218,240,255,1
218,225,255,1
206,210,232,1
187,188,209,1
181,195,221,1
206,188,221,1
218,188,209,1
231,218,209,1
237,240,255,1
243,233,244,1
231,225,232,1
231,225,232,1
218,248,232,1
212,233,244,1
212,255,244,1
218,255,255,1
212,255,255,1
206,255,255,1
206,255,255,1
199,240,255,1
187,240,244,1
187,233,232,1
187,225,232,1
199,180,209,1
199,188,209,1
199,203,209,1
193,233,244,1
187,240,255,1
168,225,255,1
174,218,255,1
187,218,255,1
199,225,232,1
206,203,232,1
206,180,221,1
199,173,209,1
193,180,197,1
193,203,209,1
193,210,221,1
193,203,221,1
199,210,232,1
206,218,244,1
212,240,255,1
224,255,255,1
218,248,255,1
212,233,255,1
212,233,232,1
224,233,255,1
231,248,255,1
231,248,255,1
231,233,255,1
224,233,232,1
218,233,244,1
212,210,244,1
199,188,232,1
193,195,209,1
193,188,221,1
206,180,209,1
224,188,209,1
231,203,209,1
231,218,244,1
231,225,255,1
231,210,221,1
231,210,209,1
224,225,221,1
212,225,244,1
212,248,244,1
212,255,255,1
206,255,255,1
206,255,255,1
199,255,255,1
199,248,255,1
187,248,244,1
193,240,244,1
187,240,244,1
199,180,209,1
193,188,209,1
199,203,221,1
199,233,244,1
199,248,255,1
193,233,255,1
187,233,255,1
193,225,255,1
199,218,244,1
199,203,244,1
199,180,221,1
199,180,221,1
193,195,221,1
187,210,232,1
187,203,232,1
187,188,221,1
187,180,209,1
187,203,221,1
193,225,244,1
199,233,255,1
199,225,244,1
206,225,232,1
212,233,244,1
231,248,255,1
243,255,255,1
249,255,255,1
237,240,255,1
224,225,244,1
212,218,255,1
212,203,232,1
199,188,221,1
193,188,209,1
193,188,221,1
212,173,209,1
224,180,197,1
231,188,209,1
231,210,232,1
224,225,244,1
224,203,232,1
224,210,209,1
218,218,232,1
218,233,244,1
218,240,232,1
212,255,255,1
206,255,255,1
199,255,255,1
199,255,255,1
199,248,255,1
187,240,244,1
187,240,244,1
187,240,244,1
193,188,221,1
193,203,221,1
193,218,232,1
199,240,255,1
206,255,255,1
199,248,255,1
206,248,255,1
193,240,255,1
193,233,255,1
193,218,255,1
187,195,255,1
187,195,232,1
187,210,255,1
187,218,255,1
187,210,255,1
181,203,232,1
187,195,221,1
181,195,221,1
187,210,244,1
193,240,255,1
193,218,232,1
193,225,244,1
212,240,255,1
231,248,255,1
237,255,255,1
237,255,255,1
237,248,255,1
218,225,244,1
212,218,244,1
212,203,232,1
199,195,221,1
187,195,221,1
193,195,221,1
206,173,209,1
218,180,197,1
231,195,209,1
231,210,232,1
224,218,244,1
218,203,244,1
224,210,232,1
224,225,255,1
218,240,255,1
218,240,244,1
212,255,255,1
206,255,244,1
206,255,255,1
206,255,255,1
199,255,255,1
193,240,255,1
193,248,244,1
193,240,244,1
187,210,232,1
187,218,232,1
187,233,244,1
199,248,255,1
199,255,255,1
206,255,255,1
212,255,255,1
193,255,255,1
187,240,255,1
187,233,255,1
181,225,255,1
181,218,255,1
187,218,255,1
187,225,255,1
187,225,244,1
187,233,244,1
187,218,232,1
181,210,232,1
193,225,244,1
193,240,255,1
193,225,255,1
193,233,255,1
212,240,255,1
218,240,255,1
224,248,255,1
231,255,255,1
237,248,255,1
218,233,244,1
212,218,244,1
212,203,232,1
206,195,221,1
187,203,221,1
199,195,221,1
206,188,209,1
218,195,197,1
224,218,232,1
224,225,232,1
218,225,232,1
212,210,232,1
212,210,221,1
218,225,255,1
224,255,255,1
224,255,255,1
218,255,255,1
212,255,244,1
212,255,244,1
206,248,244,1
199,248,255,1
199,248,255,1
193,240,244,1
193,233,244,1
181,225,244,1
181,225,232,1
187,240,255,1
193,255,255,1
199,255,255,1
206,255,255,1
206,255,255,1
193,255,255,1
187,240,255,1
187,240,255,1
181,248,255,1
181,240,255,1
187,240,255,1
187,233,244,1
193,233,244,1
199,240,244,1
199,240,244,1
187,218,244,1
193,225,244,1
199,240,255,1
193,248,255,1
199,248,255,1
206,240,255,1
206,240,255,1
212,240,255,1
212,248,255,1
218,240,244,1
212,233,244,1
212,210,244,1
212,195,232,1
206,203,232,1
193,195,232,1
199,188,232,1
212,188,209,1
218,210,209,1
218,240,244,1
218,248,244,1
212,225,244,1
206,218,232,1
206,218,221,1
212,233,244,1
218,255,244,1
218,255,255,1
212,255,255,1
212,255,244,1
206,255,244,1
206,240,244,1
199,240,244,1
193,240,244,1
187,233,244,1
187,233,244,1
181,233,244,1
181,233,244,1
187,248,255,1
193,248,244,1
193,255,255,1
199,255,255,1
199,255,255,1
193,240,255,1
193,240,255,1
193,233,255,1
187,233,255,1
187,240,255,1
199,240,255,1
206,233,255,1
206,240,255,1
212,255,255,1
206,255,255,1
193,233,255,1
187,233,244,1
199,248,255,1
206,255,255,1
206,248,255,1
206,248,255,1
206,240,244,1
199,233,244,1
199,233,232,1
206,233,244,1
212,225,244,1
218,210,232,1
212,203,232,1
199,195,221,1
187,195,221,1
193,180,221,1
206,188,197,1
212,218,221,1
212,255,244,1
206,255,244,1
206,233,255,1
199,225,244,1
206,225,232,1
212,240,244,1
212,248,244,1
206,255,255,1
206,255,255,1
199,248,255,1
199,240,244,1
199,233,221,1
199,240,244,1
193,240,244,1
181,233,244,1
181,233,244,1
187,233,244,1
181,233,255,1
187,240,255,1
187,240,255,1
187,248,255,1
193,248,255,1
181,240,244,1
187,233,244,1
187,248,255,1
193,240,255,1
193,225,255,1
199,233,255,1
212,233,255,1
218,233,255,1
212,248,255,1
218,255,255,1
206,255,255,1
193,255,255,1
187,240,244,1
199,248,255,1
206,255,255,1
212,255,255,1
218,255,255,1
218,240,255,1
212,248,255,1
218,240,255,1
218,240,255,1
218,240,255,1
218,225,244,1
218,210,232,1
199,203,232,1
187,203,221,1
193,188,232,1
206,195,197,1
199,218,221,1
199,240,232,1
199,248,232,1
199,233,255,1
199,233,232,1
206,233,232,1
212,233,244,1
206,248,244,1
206,255,255,1
199,248,255,1
193,240,244,1
193,240,244,1
193,233,232,1
193,248,244,1
193,240,244,1
187,233,244,1
187,233,244,1
187,225,232,1
181,233,244,1
187,240,244,1
187,240,255,1
187,248,255,1
193,255,255,1
187,240,255,1
187,240,255,1
187,255,255,1
187,248,255,1
187,225,255,1
187,218,255,1
193,225,255,1
193,233,255,1
199,240,255,1
212,255,255,1
212,255,255,1
199,255,255,1
193,248,244,1
199,248,244,1
206,248,255,1
206,248,255,1
218,240,255,1
224,240,255,1
224,240,255,1
237,240,255,1
224,248,255,1
218,255,255,1
212,225,255,1
212,218,232,1
193,218,232,1
193,210,232,1
199,203,232,1
199,195,209,1
193,218,232,1
193,225,232,1
187,233,244,1
187,233,255,1
193,233,232,1
199,225,244,1
199,233,232,1
199,240,232,1
199,248,244,1
199,240,232,1
193,240,232,1
193,240,244,1
193,248,255,1
193,255,255,1
193,240,244,1
187,233,255,1
187,233,244,1
187,225,221,1
187,225,244,1
187,225,232,1
187,233,244,1
187,248,255,1
187,248,255,1
181,240,255,1
187,248,255,1
187,255,255,1
187,248,255,1
187,225,255,1
187,225,255,1
193,233,255,1
193,240,255,1
199,240,255,1
206,255,255,1
212,255,255,1
206,255,255,1
193,248,255,1
193,248,255,1
199,248,255,1
199,240,255,1
212,225,255,1
212,218,255,1
218,233,255,1
231,225,244,1
218,233,244,1
212,225,244,1
212,210,232,1
206,188,221,1
199,210,232,1
193,210,232,1
199,203,232,1
199,195,221,1
193,225,244,1
193,225,232,1
187,225,244,1
193,233,244,1
193,233,255,1
193,225,244,1
193,233,244,1
193,233,244,1
199,240,244,1
199,248,244,1
193,248,255,1
199,248,255,1
193,255,255,1
193,255,255,1
193,240,244,1
193,240,244,1
187,240,244,1
187,225,232,1
187,225,244,1
187,233,232,1
187,233,244,1
193,240,255,1
199,248,255,1
193,248,255,1
193,248,255,1
187,248,255,1
187,240,255,1
187,225,255,1
187,240,255,1
193,240,255,1
193,240,255,1
199,248,255,1
199,255,255,1
199,255,255,1
206,255,255,1
199,248,255,1
193,240,255,1
199,240,255,1
206,240,255,1
206,225,255,1
206,218,244,1
218,218,244,1
218,210,244,1
212,210,221,1
206,195,221,1
212,180,209,1
206,180,209,1
193,203,209,1
187,195,232,1
206,195,221,1
199,203,221,1
193,225,232,1
193,225,232,1
181,225,244,1
187,225,232,1
187,233,244,1
187,233,244,1
193,240,244,1
193,233,244,1
199,240,244,1
193,240,255,1
193,248,244,1
193,248,244,1
193,255,255,1
193,255,255,1
193,248,244,1
193,248,255,1
193,248,244,1
181,225,232,1
181,225,244,1
181,225,232,1
187,233,244,1
199,240,255,1
199,248,255,1
199,248,255,1
199,240,255,1
193,240,255,1
193,233,255,1
193,233,255,1
193,240,255,1
193,248,255,1
199,240,255,1
199,248,255,1
199,255,255,1
199,248,255,1
199,248,255,1
199,240,255,1
193,233,255,1
199,233,244,1
206,233,255,1
199,218,232,1
206,210,232,1
212,210,232,1
212,210,232,1
212,195,221,1
206,180,209,1
212,173,197,1
199,173,197,1
187,195,209,1
193,195,232,1
212,180,209,1
199,203,221,1
193,225,232,1
187,233,232,1
181,225,232,1
187,233,232,1
181,233,244,1
187,233,244,1
187,240,244,1
187,233,244,1
193,240,255,1
193,240,255,1
193,240,244,1
193,248,244,1
193,240,244,1
193,248,244,1
193,248,244,1
193,240,255,1
193,248,244,1
181,218,244,1
181,218,244,1
187,218,232,1
193,218,244,1
199,218,244,1
199,225,244,1
212,225,244,1
212,210,244,1
199,218,255,1
206,225,255,1
199,225,255,1
193,233,255,1
193,255,255,1
199,240,255,1
206,248,255,1
199,248,255,1
199,248,255,1
199,248,255,1
199,240,255,1
193,233,255,1
199,225,244,1
199,225,244,1
206,203,221,1
206,203,232,1
212,203,221,1
218,203,221,1
218,195,221,1
212,173,197,1
212,165,197,1
193,173,197,1
181,188,209,1
187,195,232,1
199,180,209,1
199,203,221,1
193,225,232,1
187,233,232,1
187,225,244,1
193,233,232,1
187,233,244,1
187,233,244,1
187,233,244,1
187,240,255,1
193,240,244,1
193,240,255,1
193,248,244,1
193,248,244,1
193,240,255,1
199,248,244,1
193,240,255,1
193,240,255,1
193,248,244,1
181,218,244,1
187,218,232,1
199,218,232,1
206,218,232,1
212,210,232,1
224,203,232,1
243,195,221,1
237,188,221,1
224,195,232,1
218,210,232,1
199,218,255,1
199,233,255,1
199,248,244,1
206,240,255,1
206,248,244,1
199,248,255,1
206,248,255,1
199,248,244,1
199,240,255,1
206,225,244,1
206,225,255,1
206,218,255,1
206,203,232,1
212,203,221,1
212,195,221,1
224,188,221,1
218,188,221,1
218,165,209,1
212,158,209,1
199,173,197,1
187,188,221,1
193,188,232,1
199,180,209,1
199,203,221,1
193,225,232,1
187,233,232,1
187,225,232,1
187,240,232,1
187,233,244,1
187,240,244,1
187,240,244,1
193,240,255,1
193,240,244,1
199,248,255,1
199,248,255,1
199,248,255,1
199,240,255,1
199,248,244,1
193,240,255,1
193,248,244,1
199,248,244,1
193,218,232,1
206,210,221,1
224,218,221,1
231,218,232,1
237,203,232,1
243,195,221,1
255,180,209,1
243,173,209,1
231,180,209,1
218,203,221,1
199,225,255,1
199,233,255,1
199,240,255,1
206,248,255,1
206,248,255,1
199,240,255,1
199,248,255,1
199,248,244,1
206,240,244,1
212,233,244,1
212,233,255,1
218,218,255,1
199,203,255,1
187,203,244,1
181,188,244,1
168,180,221,1
174,173,209,1
193,165,209,1
206,173,209,1
199,188,197,1
187,195,232,1
199,195,221,1
206,188,209,1
206,203,221,1
199,218,232,1
187,233,255,1
187,233,244,1
187,233,232,1
193,233,244,1
193,240,232,1
187,233,244,1
193,233,244,1
199,240,244,1
199,240,255,1
199,240,244,1
199,248,255,1
206,248,255,1
199,248,244,1
193,248,255,1
199,248,244,1
199,248,255,1
218,203,232,1
231,203,221,1
249,195,221,1
255,195,221,1
255,188,221,1
249,180,209,1
249,173,209,1
237,173,209,1
218,180,209,1
206,203,221,1
199,225,255,1
206,233,232,1
187,233,244,1
199,240,255,1
199,248,255,1
193,240,255,1
193,240,244,1
193,240,255,1
199,240,255,1
206,248,255,1
206,248,255,1
199,233,255,1
174,210,255,1
149,180,221,1
131,165,186,1
124,150,186,1
124,150,186,1
149,158,197,1
162,165,197,1
174,173,221,1
187,195,244,1
206,195,232,1
218,195,232,1
224,203,232,1
212,225,244,1
193,233,255,1
193,233,244,1
193,233,232,1
193,233,244,1
193,233,232,1
193,233,244,1
193,233,244,1
199,233,232,1
206,233,244,1
206,240,232,1
206,248,255,1
206,255,255,1
199,255,255,1
193,248,255,1
199,248,244,1
206,248,255,1
237,195,221,1
249,188,209,1
255,180,209,1
255,173,209,1
255,173,209,1
249,173,209,1
243,180,209,1
231,180,221,1
206,195,209,1
193,218,221,1
199,233,244,1
199,240,232,1
181,225,255,1
199,233,255,1
187,240,255,1
181,225,255,1
181,218,232,1
162,218,244,1
181,225,232,1
168,225,244,1
162,233,255,1
162,218,244,1
149,188,232,1
124,165,197,1
118,150,186,1
118,143,186,1
124,143,174,1
131,150,186,1
143,150,186,1
149,165,186,1
162,195,209,1
187,180,221,1
218,180,221,1
237,195,209,1
224,210,221,1
212,218,232,1
206,233,232,1
199,240,255,1
199,240,255,1
199,233,244,1
199,240,244,1
199,240,244,1
206,233,244,1
199,233,244,1
206,240,244,1
206,255,255,1
206,255,255,1
199,255,255,1
199,248,255,1
199,248,255,1
206,248,255,1
255,195,244,1
255,180,209,1
255,180,209,1
255,173,209,1
249,173,221,1
237,180,221,1
224,188,232,1
212,203,232,1
199,210,232,1
193,218,232,1
199,218,244,1
199,218,255,1
187,210,244,1
174,218,244,1
156,210,232,1
149,188,221,1
137,180,197,1
124,180,221,1
137,188,209,1
131,188,221,1
131,195,232,1
131,180,221,1
131,165,197,1
124,150,186,1
131,143,186,1
137,143,186,1
149,143,174,1
156,150,186,1
156,150,186,1
168,165,186,1
168,180,197,1
181,173,221,1
206,165,209,1
231,165,197,1
231,173,197,1
224,195,197,1
218,218,221,1
212,233,255,1
206,233,255,1
199,233,255,1
199,240,255,1
199,233,255,1
199,233,244,1
199,240,244,1
199,248,244,1
206,255,255,1
206,255,255,1
206,255,255,1
212,248,255,1
212,248,255,1
212,240,255,1
249,210,244,1
249,188,221,1
249,173,209,1
243,180,221,1
224,195,221,1
212,195,232,1
218,203,232,1
212,218,244,1
212,218,244,1
206,210,221,1
212,195,221,1
212,188,221,1
193,188,209,1
162,188,209,1
137,180,209,1
131,173,197,1
131,165,174,1
124,158,186,1
124,165,186,1
131,165,197,1
131,165,209,1
131,158,197,1
131,150,186,1
149,150,174,1
162,150,186,1
174,150,186,1
181,150,174,1
187,158,186,1
181,150,186,1
168,165,197,1
174,180,209,1
187,173,221,1
206,158,197,1
231,165,197,1
237,165,197,1
231,173,197,1
224,203,209,1
224,210,232,1
218,225,232,1
206,233,244,1
206,233,255,1
206,225,244,1
206,225,244,1
206,233,232,1
212,240,244,1
212,248,244,1
212,255,255,1
212,255,255,1
224,248,255,1
212,248,255,1
212,240,255,1
231,218,255,1
231,203,232,1
224,195,221,1
212,203,232,1
206,210,244,1
206,210,232,1
206,210,244,1
212,210,232,1
212,195,221,1
212,188,221,1
212,173,197,1
218,173,197,1
199,173,197,1
174,173,197,1
156,173,209,1
156,173,197,1
156,173,197,1
162,173,209,1
168,188,221,1
168,188,221,1
162,188,221,1
162,173,209,1
156,165,197,1
156,165,186,1
181,158,186,1
193,158,186,1
199,158,186,1
193,158,186,1
181,158,186,1
174,173,186,1
181,180,209,1
193,173,209,1
212,158,197,1
224,158,186,1
224,150,197,1
224,158,186,1
237,180,186,1
231,188,209,1
218,203,209,1
206,225,232,1
199,233,244,1
199,225,244,1
206,225,244,1
199,225,232,1
212,240,244,1
206,255,244,1
212,255,255,1
212,255,255,1
218,255,255,1
212,248,255,1
212,240,255,1
218,225,255,1
212,225,255,1
206,218,244,1
206,210,244,1
199,203,244,1
199,195,244,1
193,188,221,1
199,180,209,1
199,173,197,1
199,165,197,1
199,165,174,1
206,173,197,1
199,180,197,1
193,188,209,1
193,203,244,1
193,210,232,1
187,210,232,1
193,218,244,1
193,225,255,1
193,225,255,1
193,225,255,1
187,210,244,1
181,188,232,1
181,173,209,1
193,165,197,1
199,173,197,1
206,173,197,1
199,165,197,1
187,165,197,1
181,173,197,1
174,188,221,1
181,180,209,1
199,165,197,1
212,158,186,1
212,158,197,1
199,165,186,1
218,165,197,1
218,173,197,1
212,173,197,1
187,188,221,1
168,203,221,1
174,210,232,1
187,218,244,1
193,225,255,1
206,248,255,1
199,248,255,1
206,248,255,1
206,240,255,1
212,248,255,1
218,240,255,1
218,233,255,1
206,225,232,1
193,233,255,1
193,210,232,1
193,195,221,1
187,180,221,1
187,173,209,1
187,173,197,1
193,165,197,1
199,165,197,1
199,173,209,1
199,173,197,1
193,180,209,1
206,195,209,1
206,210,232,1
212,218,244,1
212,218,232,1
206,218,244,1
206,225,244,1
206,240,255,1
206,240,255,1
206,240,255,1
206,233,255,1
199,218,244,1
193,195,221,1
199,188,209,1
212,188,221,1
218,195,221,1
206,188,221,1
199,188,209,1
193,188,209,1
187,188,232,1
181,180,221,1
199,165,197,1
206,158,186,1
206,150,197,1
199,158,186,1
199,158,197,1
206,165,197,1
187,165,197,1
162,165,209,1
137,173,209,1
131,188,209,1
143,203,221,1
156,218,232,1
168,233,244,1
181,248,244,1
193,240,255,1
199,233,255,1
206,233,255,1
212,218,255,1
218,218,244,1
193,225,244,1
181,218,255,1
174,180,209,1
181,173,197,1
187,173,186,1
187,173,197,1
187,180,209,1
193,195,209,1
206,203,221,1
206,195,221,1
199,188,221,1
206,188,221,1
218,195,209,1
224,195,221,1
224,195,221,1
218,195,209,1
218,203,209,1
224,203,232,1
231,218,244,1
224,225,255,1
224,218,244,1
224,218,232,1
212,225,244,1
199,210,232,1
212,195,209,1
224,188,209,1
231,188,221,1
224,195,209,1
212,188,209,1
199,188,221,1
193,195,232,1
187,188,232,1
206,165,197,1
212,150,197,1
218,143,197,1
218,150,186,1
218,158,209,1
212,165,197,1
193,173,197,1
168,180,209,1
143,180,197,1
124,188,209,1
112,188,221,1
118,195,221,1
131,210,221,1
143,218,232,1
156,210,244,1
174,210,244,1
187,210,244,1
199,203,232,1
212,203,232,1
174,233,255,1
162,218,255,1
168,173,197,1
181,180,197,1
193,195,197,1
193,203,209,1
193,210,232,1
199,218,232,1
206,218,232,1
206,203,221,1
206,195,209,1
218,188,221,1
224,188,209,1
237,173,209,1
237,173,209,1
224,180,197,1
224,188,209,1
237,195,221,1
249,195,232,1
243,188,232,1
243,188,221,1
231,195,221,1
224,218,232,1
231,203,244,1
231,188,221,1
249,180,209,1
243,173,209,1
231,180,197,1
218,180,209,1
206,188,209,1
193,195,209,1
187,188,221,1
206,173,197,1
218,158,197,1
224,158,186,1
224,158,186,1
224,165,197,1
218,165,186,1
199,188,209,1
187,203,221,1
174,195,221,1
162,195,221,1
137,188,221,1
137,195,221,1
131,203,232,1
131,203,232,1
137,203,244,1
156,210,232,1
168,203,232,1
187,203,232,1
199,195,232,1
181,225,255,1
